"","region_name","location_name","site_name","reef_name","reef_type","trip_code","trip_year","set_code","maxn","common_name","genus","species","species_group","family","event_time_mil","event_time_mins","set_lat","set_long","visibility","depth","bait","current_flow_estimated","current_flow_instrumented","reef_id","set_id","master_set_id","animal_id","field_of_view","substrate_relief_sd","substrate_relief_mean","ascidians","bleached_corals","bryozoa","consolidated","crinoids","halimeda","hard_coral","hydrocoral","hydroids","invertebrate_complex","macroalgae","mangrove","seagrass","soft_coral","sponge","true_anemones","unconsolidated","zoanthids","team","set_date","wkt_coordinates","reef_habitat_name","drop_time","haul_time","equipment_frame_type","equipment_camera","equipment_stereo_camera","equipment_camera_height","equipment_arm_length","bait_preparation","bait_type","bait_oiled","video_file_name","video_source","video_path","comments","message_to_annotators","bruv_image_url","splendor_image_url","reviewed_assignments","total_assignments","master_record_state","site_type","mpa_name","mpa_area","mpa_year_founded","mpa_isolation","mpa_compliance","fishing_restrictions","shark_fishing_gear","region_id","location_id","site_id","location_code","coast_length","HDI_2015","voice_2016","gov_effect_2016","GDP_year","GDP_per_capita_USD","population_2016","tax_haven","shark_sanctuary","reef_catch","shark_catch","reefshark_catch","bechedemer","Grav_Total","protection_status","shark_protection_status","bait_family_specific","bait_family","Remote","temp_est","chloro_est","prec_est","daylight","month","hemisphere","season","coast_type"
"6589","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_018",1,"Requiem Shark","Unknown","sp.","Shark","Carcharhinidae",32239,"000:32:239",-6.994,52.719,10,9,"Mackerel","L",NA,443,7498,2292,292,"Open",0.4258,1.2143,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-25","010100000079E92631085C4A4060E5D022DBF91BC0","slope","07:55:00","09:07:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_018.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_018/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.19,0.085,0.0136987557634711,11.8996920326233,"04","southern","shoulder","closed atoll"
"6590","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_018",1,"Grey reef shark","Carcharhinus","amblyrhynchos","Shark","Carcharhinidae",608864,"010:08:864",-6.994,52.719,10,9,"Mackerel","L",NA,443,7498,2292,257,"Open",0.4258,1.2143,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-25","010100000079E92631085C4A4060E5D022DBF91BC0","slope","07:55:00","09:07:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_018.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_018/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.19,0.085,0.0136987557634711,11.8996920326233,"04","southern","shoulder","closed atoll"
"6591","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_027",NA,"","","","","",NA,"",-6.993,52.723,10,12.5,"Mackerel","L",NA,443,7499,2297,9999,"Open",0.7071,1.5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-25","0101000000068195438B5C4A4046B6F3FDD4F81BC0","slope","08:10:00","09:23:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_027.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_027/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.19,0.085,0.0136987557634711,11.8997228595001,"04","southern","shoulder","closed atoll"
"6592","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_039",1,"Requiem Shark","Unknown","sp.","Shark","Carcharhinidae",3466898,"057:46:898",-7.001,52.738,5,5.5,"Mackerel","L",NA,443,7500,2306,292,"Open",0.527,2.5,0,0,0,60,0,0,40,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-25","01010000005839B4C8765E4A401B2FDD2406011CC0","slope","08:22:00","09:34:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_039.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_039/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8994762417223,"04","southern","shoulder","closed atoll"
"6593","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_039",1,"Grey reef shark","Carcharhinus","amblyrhynchos","Shark","Carcharhinidae",1511413,"025:11:413",-7.001,52.738,5,5.5,"Mackerel","L",NA,443,7500,2306,257,"Open",0.527,2.5,0,0,0,60,0,0,40,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-25","01010000005839B4C8765E4A401B2FDD2406011CC0","slope","08:22:00","09:34:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_039.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_039/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8994762417223,"04","southern","shoulder","closed atoll"
"6594","Indian Ocean","Seychelles","Alphonse","St Francois","slope","FP_2016_SC_01",2016,"ALPSF_061",NA,"","","","","",NA,"",-7.106,52.728,10,28.7,"Mackerel","L",NA,509,7501,2605,9999,"Open",1.5887,3.6667,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,20,0,"AIMS","2017-04-25","010100000077BE9F1A2F5D4A40068195438B6C1CC0","slope","11:48:00","13:04:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPSF_061.avi","","","10kg","","",NA,1,1,"Completed","A","",NA,NA,"","","gear, area, entrants","seine; fish trap; hook and line; spear; longline",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.19,0.105,0.00411820365116,11.8962387934652,"04","southern","shoulder","closed atoll"
"6595","Indian Ocean","Seychelles","Alphonse","St Francois","slope","FP_2016_SC_01",2016,"ALPSF_125",1,"Whiprays","Himantura","sp.","Ray","Dasyatidae",1303847,"021:43:847",-7.11,52.729,10,11,"Mackerel","L",NA,509,7502,2337,295,"Open",0.5145,2.5294,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-25","01010000005A643BDF4F5D4A40713D0AD7A3701CC0","slope","15:04:00","16:16:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPSF_125.avi","","","10kg","","/prod/FP_2016_SC_01/ALPSF_125/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","gear, area, entrants","seine; fish trap; hook and line; spear; longline",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.19,0.105,0.00411820365116,11.8961154402558,"04","southern","shoulder","closed atoll"
"6596","Indian Ocean","Seychelles","Alphonse","St Francois","slope","FP_2016_SC_01",2016,"ALPSF_125",1,"Grey reef shark","Carcharhinus","amblyrhynchos","Shark","Carcharhinidae",3410672,"056:50:672",-7.11,52.729,10,11,"Mackerel","L",NA,509,7502,2337,257,"Open",0.5145,2.5294,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-25","01010000005A643BDF4F5D4A40713D0AD7A3701CC0","slope","15:04:00","16:16:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPSF_125.avi","","","10kg","","/prod/FP_2016_SC_01/ALPSF_125/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","gear, area, entrants","seine; fish trap; hook and line; spear; longline",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.19,0.105,0.00411820365116,11.8961154402558,"04","southern","shoulder","closed atoll"
"6597","Indian Ocean","Seychelles","Alphonse","St Francois","slope","FP_2016_SC_01",2016,"ALPSF_133",1,"Lemon shark","Negaprion","acutidens","Shark","Carcharhinidae",2578310,"042:58:310",-7.117,52.726,10,11.5,"Mackerel","L",NA,509,7503,2341,170,"Open",0.6513,2.6667,0,0,0,9,0,0,81,0,0,0,0,0,0,0,0,0,9,0,"AIMS","2017-04-25","0101000000B0726891ED5C4A402B8716D9CE771CC0","slope","11:58:00","13:10:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPSF_133.avi","","","10kg","","/prod/FP_2016_SC_01/ALPSF_133/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","gear, area, entrants","seine; fish trap; hook and line; spear; longline",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.19,0.105,0.00411820365116,11.8958995682512,"04","southern","shoulder","closed atoll"
"6598","Indian Ocean","Seychelles","Alphonse","St Francois","slope","FP_2016_SC_01",2016,"ALPSF_143",1,"Grey reef shark","Carcharhinus","amblyrhynchos","Shark","Carcharhinidae",3353331,"055:53:331",-7.114,52.727,10,25,"Mackerel","L",NA,509,7504,2345,257,"Open",1.2566,2,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,0,"AIMS","2017-04-25","0101000000931804560E5D4A40DBF97E6ABC741CC0","slope","14:52:00","16:02:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPSF_143.avi","","","10kg. Slightly flooded BUT OK .","","/prod/FP_2016_SC_01/ALPSF_143/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","gear, area, entrants","seine; fish trap; hook and line; spear; longline",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.19,0.105,0.00411820365116,11.8959920854308,"04","southern","shoulder","closed atoll"
"6599","Indian Ocean","Seychelles","Alphonse","St Francois","slope","FP_2016_SC_01",2016,"ALPSF_148",1,"Tawny nurse shark","Nebrius","ferrugineus","Shark","Ginglymostomatidae",2531407,"042:11:407",-7.09,52.733,7,31,"Mackerel","L",NA,509,7505,2348,94,"Limited",1.0501,3.55,0,0,0,10,0,0,75,0,0,0,0,0,0,0,0,0,15,0,"AIMS","2017-04-25","0101000000E7FBA9F1D25D4A405C8FC2F5285C1CC0","slope","11:24:00","12:43:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPSF_148.avi","","","10kg","","/prod/FP_2016_SC_01/ALPSF_148/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","gear, area, entrants","seine; fish trap; hook and line; spear; longline",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8967321901737,"04","southern","shoulder","closed atoll"
"6600","Indian Ocean","Seychelles","Alphonse","St Francois","slope","FP_2016_SC_01",2016,"ALPSF_149",1,"Whiprays","Himantura","sp.","Ray","Dasyatidae",2778559,"046:18:559",-7.126,52.723,10,26,"Mackerel","L",NA,509,7506,2349,295,"Open",0.4671,0.7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"AIMS","2017-04-25","0101000000068195438B5C4A401B2FDD2406811CC0","slope","14:04:00","15:30:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPSF_149.avi","","","10kg","","/prod/FP_2016_SC_01/ALPSF_149/bruv.png",NA,1,2,"Completed","A","",NA,NA,"","","gear, area, entrants","seine; fish trap; hook and line; spear; longline",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.19,0.105,0.00411820365116,11.8956220112503,"04","southern","shoulder","closed atoll"
"6601","Indian Ocean","Seychelles","Alphonse","St Francois","slope","FP_2016_SC_01",2016,"ALPSF_149",1,"Pink whipray","Pateobatis","fai","Ray","Dasyatidae",2795944,"046:35:944",-7.126,52.723,10,26,"Mackerel","L",NA,509,7506,2349,214,"Open",0.4671,0.7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"AIMS","2017-04-25","0101000000068195438B5C4A401B2FDD2406811CC0","slope","14:04:00","15:30:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPSF_149.avi","","","10kg","","/prod/FP_2016_SC_01/ALPSF_149/bruv.png",NA,1,2,"Completed","A","",NA,NA,"","","gear, area, entrants","seine; fish trap; hook and line; spear; longline",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.19,0.105,0.00411820365116,11.8956220112503,"04","southern","shoulder","closed atoll"
"6602","Indian Ocean","Seychelles","Alphonse","St Francois","slope","FP_2016_SC_01",2016,"ALPSF_149",2,"Grey reef shark","Carcharhinus","amblyrhynchos","Shark","Carcharhinidae",3267745,"054:27:745",-7.126,52.723,10,26,"Mackerel","L",NA,509,7506,2349,257,"Open",0.4671,0.7273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"AIMS","2017-04-25","0101000000068195438B5C4A401B2FDD2406811CC0","slope","14:04:00","15:30:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPSF_149.avi","","","10kg","","/prod/FP_2016_SC_01/ALPSF_149/bruv.png",NA,1,2,"Completed","A","",NA,NA,"","","gear, area, entrants","seine; fish trap; hook and line; spear; longline",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.19,0.105,0.00411820365116,11.8956220112503,"04","southern","shoulder","closed atoll"
"6603","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_009",1,"Grey reef shark","Carcharhinus","amblyrhynchos","Shark","Carcharhinidae",2747943,"045:47:943",-7.043,52.734,10,28,"Mackerel","M",NA,443,7508,2284,257,"Open",1.7177,1.2143,0,0,0,7,0,0,28,0,0,0,0,0,0,0,0,0,64,0,"AIMS","2017-04-26","0101000000CBA145B6F35D4A4079E92631082C1CC0","slope","14:12:00","15:19:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_009.avi","","","10kg rope in front sometimes","","/prod/FP_2016_SC_01/ALPA_009/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8926551423442,"04","southern","shoulder","closed atoll"
"6604","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_017",1,"Grey reef shark","Carcharhinus","amblyrhynchos","Shark","Carcharhinidae",2612273,"043:32:273",-7.009,52.715,9,7,"Mackerel","M",NA,443,7509,2291,257,"Open",0.2582,1.9333,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-26","0101000000EC51B81E855B4A40F0A7C64B37091CC0","slope","09:08:00","10:20:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_017.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_017/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8937310554152,"04","southern","shoulder","closed atoll"
"6605","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_022",NA,"","","","","",NA,"",-7.02,52.717,10,12,"Mackerel","L",NA,443,7510,2294,9999,"Open",0.7237,3.6667,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-26","0101000000B29DEFA7C65B4A4014AE47E17A141CC0","slope","10:59:00","12:10:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_022.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_022/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.893382978908,"04","southern","shoulder","closed atoll"
"6606","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_026",2,"Grey reef shark","Carcharhinus","amblyrhynchos","Shark","Carcharhinidae",1033191,"017:13:191",-7.034,52.72,10,15.2,"Mackerel","M",NA,443,7512,2296,257,"Open",0.8006,2.8462,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-26","01010000005C8FC2F5285C4A40894160E5D0221CC0","slope","13:25:00","10:34:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_026.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_026/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8929399544491,"04","southern","shoulder","closed atoll"
"6607","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_026",1,"Lemon shark","Negaprion","acutidens","Shark","Carcharhinidae",1751411,"029:11:411",-7.034,52.72,10,15.2,"Mackerel","M",NA,443,7512,2296,170,"Open",0.8006,2.8462,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-26","01010000005C8FC2F5285C4A40894160E5D0221CC0","slope","13:25:00","10:34:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_026.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_026/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8929399544491,"04","southern","shoulder","closed atoll"
"6608","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_028",NA,"","","","","",NA,"",-7.025,52.717,10,25,"Mackerel","L",NA,443,7513,2298,9999,"Open",0.6513,2.6667,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-26","0101000000B29DEFA7C65B4A409A99999999191CC0","slope","11:13:00","12:26:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_028.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_028/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8932247582031,"04","southern","shoulder","closed atoll"
"6609","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_034",1,"Grey reef shark","Carcharhinus","amblyrhynchos","Shark","Carcharhinidae",146437,"002:26:437",-7.001,52.716,7,11,"Mackerel","M",NA,443,7514,2302,257,"Open",0.8756,2.9,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-26","0101000000CFF753E3A55B4A401B2FDD2406011CC0","slope","08:59:00","10:12:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_034.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_034/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8939841941679,"04","southern","shoulder","closed atoll"
"6610","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_036",1,"Grey reef shark","Carcharhinus","amblyrhynchos","Shark","Carcharhinidae",1369392,"022:49:392",-7.04,52.728,10,25,"Mackerel","M",NA,443,7515,2304,257,"Open",0.7888,1.8,0,0,0,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-26","010100000077BE9F1A2F5D4A40295C8FC2F5281CC0","slope","13:46:00","14:52:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_036.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_036/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8927500806413,"04","southern","shoulder","closed atoll"
"6611","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_036",1,"Tawny nurse shark","Nebrius","ferrugineus","Shark","Ginglymostomatidae",2424811,"040:24:811",-7.04,52.728,10,25,"Mackerel","M",NA,443,7515,2304,94,"Open",0.7888,1.8,0,0,0,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-26","010100000077BE9F1A2F5D4A40295C8FC2F5281CC0","slope","13:46:00","14:52:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_036.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_036/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8927500806413,"04","southern","shoulder","closed atoll"
"6612","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_037",1,"Grey reef shark","Carcharhinus","amblyrhynchos","Shark","Carcharhinidae",1575518,"026:15:518",-7.036,52.722,10,20,"Mackerel","L",NA,443,7516,2305,257,"Open",0.7538,2.75,0,0,0,18,0,0,81,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-26","010100000023DBF97E6A5C4A40BE9F1A2FDD241CC0","slope","11:33:00","12:48:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_037.avi","","","10kg","","/prod/FP_2016_SC_01/ALPA_037/bruv.png",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8928766635924,"04","southern","shoulder","closed atoll"
"6613","Indian Ocean","Seychelles","Alphonse","A","slope","FP_2016_SC_01",2016,"ALPA_046",NA,"","","","","",NA,"",-7.016,52.716,9,8,"Mackerel","L",NA,443,7517,2597,9999,"Open",0.6602,2.4615,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2017-04-26","0101000000CFF753E3A55B4A40AAF1D24D62101CC0","slope","09:27:00","10:38:00","Aluminium (AIMS)","GoProHero4Silver","False",50,150,"CHP","Mackerel","False","FP_2016_SC_01_ALPA_046.avi","","","10kg","","",NA,1,1,"Completed","A","",NA,NA,"","","area, gear, entrants","fish trap; longline; hook and line; seine; spear",4,82,201,"SC",491,0.782,0.155122265,0.35808292,2016,15075.71944,94677,1,0,20707.37719,2817.972585,103.8290539,0,0,"restricted","Restricted","Scombridae","Scombridae","No",30.05,0.184,0.00503963138908148,11.8935095536213,"04","southern","shoulder","closed atoll"
